# Expected values for `scripts/ctgrind.sh --check`. One row per CLAIM row of
# the table — i.e. per (module, optimize mode, harness target) measured with
# the secret TAINTED and the binary built WITH `-fvalgrind`.
#
# The control rows (untainted) and trap rows (no `-fvalgrind`) are not listed:
# the script requires 0 from every one of them unconditionally, since a
# non-zero there means the measurement itself is broken, never that the module
# changed.
#
# Deliberately NOT a diff of exact totals. `total` includes the harness's own
# non-constant-time hex formatter and whatever std internals it reaches, so it
# moves with a zig or valgrind upgrade for reasons that say nothing about the
# module — and a check that goes red for the wrong reason gets muted, which is
# worse than no check. `total_min` therefore only asserts that the propagation
# witness fired at all (a zero total would mean the taint never arrived, which
# would make every in-file zero meaningless).
#
# `in_file` accepts an exact count or a `>=N` / `<=N` bound:
#   exact  — the number a SPEC.md states as a fact about the module. Every
#            claimed zero is exact, and so are the two small non-zeros that
#            are documented line by line (ed448's three `Fe.invert`
#            validations; ecvrf's three try-and-increment branches on the
#            PUBLIC H).
#   bound  — counts a compiler or std change may legitimately move, where only
#            the direction is load-bearing: the ReleaseSafe
#            overflow-check flood that is chachapoly's positive control, and
#            std's `rejectIdentity` context that ct25519's negative control
#            needs only to EXIST.
#
# `out_sha` — the SEVENTH column, added 2026-09-08. A digest of the VALUE lines
# the harness itself printed on this row's claim run.
#
# ⛔ Why. The ct25519 audit (C1) mutated the HARNESS, not the module: the branch
# stopped calling `mulRistrettoBase` and assigned the secret straight to the
# output. The table came out identical to the baseline — 2 / 0 / 2 / 0 — and
# `--check` was GREEN. Every row claiming "in-file 0" has that hole, because a
# harness that never reaches the module also produces zero in-file contexts:
# "no secret-dependent branch" and "the module was not called" are the SAME
# measurement. That is 8 rows across 6 modules.
#
# What separates them is the value the harness prints, which every harness
# already did (`pk=`, `sig=`, `x=`, `create[N]=`, `cmov=`, `r=`/`s=`) — nothing
# needed a new print, only a pin. Verified on the deployed bypass: the counts
# stay 2/0/2/0 and pass, and ONLY this column fails.
#
# The two pins are complementary and neither subsumes the other. The source
# digest sees an edit to the analysed module; the output digest sees the harness
# failing to reach it. The bypass lives in the harness, which is not in any
# row's pattern, so the source digest does not move for it.
#
# Rewritten by `--update-outputs`, which RUNS the measurement (the value cannot
# come from anywhere else) — a separate verb from `--update-digests` for the
# same reason: re-pinning must be typed on purpose.
#
# Equal digests across rows are expected in two places and both are legitimate:
# chachapoly's two modes compute the same tag, and ct25519's two targets
# compute the same point by different routes. Each row still reads its OWN log
# (`log_<module>_<mode>_<vg>_<target>_<taint>.txt`), so no row can be scored on
# another's output.
#
# `src_sha` — the SIXTH column, added 2026-09-08. A 16-hex-digit sha256 over
# the module's OWN sources named by this row's `PATTERN`, concatenated in
# sorted order.
#
# ⛔ Why a source pin and not a location list. The k256 audit (G1) showed the
# in-file COUNT cannot see a leak that REPLACES an expected one, and proposed
# pinning `file:line` sets instead. Measured before building it: that does not
# work either. The reproduction substitutes `ecdsa_recover.zig:136` IN PLACE,
# so the file's numbering is unchanged and the stack line set is identical —
# and so is the error count (139 errors from 15 contexts, both runs). The two
# memcheck logs differ only in the pid. Nothing derived from the measurement
# separates them.
#
# So the pin is on the artefact: if the analysed sources change, the row goes
# red until someone re-reads the contexts and runs `--update-digests`. Coarse
# on purpose — a comment change trips it — because "the code that was analysed
# is the code that ships" is what the counts silently assumed.
#
# Verified on the deployed defect: with the substitution applied, every count
# check still passes (15/10/5/0, the baseline exactly) and ONLY the digest
# fails. Unmodified tree stays green. The defect deployed into each of the 43
# files these patterns name turns its own row red — no blind spots.
#
# `NO-OWN-SRC` means the pattern names no file of this module (ct25519/std
# points at std's sources). Such a row has no artefact pin and `--check` says
# so on every run rather than comparing two placeholders and passing.
#
# A NON-ZERO in_file is NOT automatically "fine". Every non-zero below is an
# accounted-for validation, itemised line by line in the owning module's
# SPEC.md — but the convention when one is NOT is to record it here anyway,
# marked DEFECT in the comment above the row. Recording a defect is deliberate:
# an unrecorded one is invisible, and a row that goes red when it is FIXED is
# how the fix gets noticed. That is exactly how the two montint rows below went
# from 7 and 5 to 0. Nobody should read a green `--check` as "every
# constant-time claim in this repo holds": it means "the measurements still say
# what they said when they were taken".
#
# Measured 2026-08-11 (chachapoly…ed448) and 2026-08-13 (k256, montint),
# zig 0.16.0, valgrind 3.26.0, x86_64 (i7-7920HQ), `poly1305.lanes = 4`. Change
# a number here only together with the module's SPEC.md table, and only after
# re-running the harness.
#
# module	mode	target	total_min	in_file
# bolt8 — the module was outside this table until 2026-09-08 and its ledger
# recorded the constant-time verdict as "PASS (inherited)": read, never
# instrumented, while it holds the node's long-term static private key, the
# ephemeral keys, `temp_k*` and both transport keys (audit F10).
#
# ⚠ EVERY NON-ZERO BELOW IS NAMED, and none of them is a leak. In order:
#   dh 1        `q.rejectIdentity()` at the end of k256's constant-time ladder
#               (group.zig:278) -- a branch on "the product was the identity",
#               reachable only for k == 0 mod n. Same class k256's own table
#               already accounts for.
#   keygen 3    the invalid-secret rejections of `generateDeterministic`:
#               scalar canonicality (common.zig:75 via scalar.zig:87),
#               `if (d.isZero())` in bolt8's own dh.zig:80, and the same
#               `rejectIdentity` inside `combMulBaseWithTable` (group.zig:347).
#               All three reject a key that would be discarded anyway.
#   act3 6      2x std's `if (!verify)` tag check (chacha20.zig:713) -- branching
#               on the ANSWER is the API, and the comparison producing it is
#               std's constant-time one; plus 4 from decompressing the peer's
#               static key (group.zig:116/123/124, field.zig:162, sqrt at
#               field.zig:306) and one ECDH `mul`. `rs` is the peer's PUBLIC key,
#               but it arrives by decryption under a tainted key, so memcheck
#               cannot know that -- an artefact of the taint model, stated
#               rather than patched around.
#   transport 3 2x the same tag check, and `if (c.len != out.len + 16)` in
#               bolt8's transport.zig:149. The length came from `recvLength`,
#               i.e. from a decryption under a tainted key; a BOLT#8 message
#               length is a public property of the frame.
#
# `act1` has no row on purpose: the initiator's Act One never touches the static
# key, so its zero would say nothing about constant time. See the harness.
bolt8	ReleaseFast	dh	1	1	73f23b783e1cfc7c	0147038b2745ef44
bolt8	ReleaseFast	keygen	1	3	73f23b783e1cfc7c	d7a8d7540234ad3e
bolt8	ReleaseFast	act3	1	6	ab5c806150350d74	f60e20889f25f0aa
bolt8	ReleaseFast	transport	1	3	ad37f30d98b51f2c	859416d386f56f8a
bn254	ReleaseFast	field	1	1	27af92a0c130f0a6	831aa25b5c3d2f05
bn254	ReleaseFast	scalarmul	1	5	7024133dc4a2a90a	1bba83824af4d763
chachapoly	ReleaseFast	poly1305	1	0	f3f338165286691b	ff3ba8f00b851bdf
chachapoly	ReleaseSafe	poly1305	1	>=1	f3f338165286691b	ff3ba8f00b851bdf
# The AEAD's own claim (added 2026-09-02). SPEC.md and root.zig state that the
# tag is compared in constant time, and until this row existed the module was
# measured with the `poly1305` target ALONE -- the harness never touched
# `root.zig`, so swapping `timing_safe.eql` for `std.mem.eql` left the whole
# suite green.
#
# ⚠ THE EXPECTED COUNT IS NOT ZERO, AND THE FOUR ARE NAMED. `in` for this
# target is `root.zig` PLUS std's `chacha20.zig`/`poly1305.zig`, because the
# module delegates every AEAD call at or below `aead_delegate_max` to std --
# their property is ours for those lengths, and attributing the contexts to
# std would be the same evasion as widening a pattern to make a count go away.
# At ReleaseFast the four are the ONE branch an AEAD cannot avoid, twice on
# each side of the delegation threshold: `if (!timing_safe.eql(computed, tag))`
# in `root.zig` (2) and the identical `if (!verify)` in std's `chacha20.zig`
# (2). Branching on the ANSWER is the API; the comparison that produced it is
# what has to be constant-time, and that is what the two `timing_safe.eql`
# calls are. A fifth context would mean a new branch on secret data.
# ReleaseSafe is `>=1` for the same reason the poly1305 row is: the
# lane-parallel MAC's checked arithmetic is reached through the AEAD too.
#
# ⛔ THE TWO DEBUG ROWS WERE REMOVED 2026-09-08, and the cause is now known.
# They were recorded here as KNOWN RED on 2026-09-02 -- valgrind printed the
# MAC's frames with no file:line at all
# (`poly1305.Generic(4).wide (in …/ctgrind-chachapoly)`), so no pattern could
# attribute them. On 2026-09-08 the SAME expectation passed on the same tree.
# The verdict was moving with the build, not with the module.
#
# Root cause: Zig 0.16 compiles Debug with the self-hosted x86_64 backend
# (the only mode where it is the default) and valgrind's DWARF reader cannot
# parse the `.debug_line` it emits -- 35 159 warnings on a ten-line program
# with no inline asm and no `std.valgrind` call, 0 for the same program built
# `-fllvm`, and the release modes break identically when forced `-fno-llvm`
# (48 395 / 37 369). Measured effect on attribution, same harness and target:
# ReleaseFast 36/36 frames carry `(file:line)`, ReleaseSafe 2054/2054, Debug
# 904/2130 -- and 51 of 60 resolved Debug frames carry the WRONG line.
#
# Not worked around with `-fllvm`, because the rows bought nothing: SPEC.md
# calls ReleaseSafe and Debug ONE positive control (210 and 281 contexts inside
# `poly1305.zig`, the same checked operators for the same reason), nothing here
# is consumed in Debug, and CONVENTIONS §7.1 narrowed the Debug CI lane to
# compile-only in 2026-08-15 on the same kind of measurement. See
# `scripts/ctgrind.sh` § MODES.
chachapoly	ReleaseFast	aead	1	4	b08b7e78d8c87360	870a36cbebbc4588
chachapoly	ReleaseSafe	aead	1	>=1	b08b7e78d8c87360	870a36cbebbc4588
# oscore — added 2026-09-08. SPEC.md § "Threat model / limits" claims the key
# material is routed ONLY through std's constant-time HMAC/AES-CCM, with no
# comparison or branch on key bytes in this module's own code; until today that
# sentence had no measurement behind it (audit F8).
#
# ⚠ THE TWO ZEROS ARE ZEROS WITH A WITNESS. An earlier probe reported `derive`
# and `protect` as 0 in-file out of a total of 0, which is not a result: a zero
# total is what a harness that never reaches the module reports too. This
# harness prints the derived keys and the ciphertext, so the totals are 4 and 2
# -- taint demonstrably arrived at the formatter -- and the in-file zero means
# "no branch found".
#
# `unprotect` 1 is std's `if (!valid)` at aes_ccm.zig:152, AFTER the
# `crypto.timing_safe.eql` two lines above it. Branching on the answer is the
# API; the comparison that produced it is the constant-time one. It is here and
# not in the other two because only `unprotect` verifies a tag.
oscore	ReleaseFast	derive	1	0	7239dd7be7057571	2f7c17dad79da56d
oscore	ReleaseFast	protect	1	0	7239dd7be7057571	6eac6a90e3479ab8
oscore	ReleaseFast	unprotect	1	1	7239dd7be7057571	ed85db89e3d7e9fd
# ct25519 — columns below are `total_min in_file`, NOT "in_file total_min".
# Row 1's `1 0` is `total_min=1, in_file=0`: ct25519's OWN code has zero
# expected contexts (the `total_min=1` is only the harness's print, a
# propagation witness that the taint reached output at all). The `bound`
# comment earlier in this file ("std's `rejectIdentity` context that
# ct25519's negative control needs only to EXIST") is about row 2
# (`ct25519 ReleaseFast std 1 >=1`), NOT this one — row 2 is std's own
# source, hence `NO-OWN-SRC` in the src_sha column. Read `1 0` on row 1 as
# "one witness context, zero in-file", never as "one expected context in
# ct25519's own code" — that reading would describe the fragile
# single-context pin this module deliberately does not have.
ct25519	ReleaseFast	ct25519	1	0	47a4096a4ea6b856	4e5e08fafcda58f8
ct25519	ReleaseFast	std	1	>=1	NO-OWN-SRC	4e5e08fafcda58f8
decaf448	ReleaseFast	scalarmul	1	0	e664aa6778fea0b1	77a1bd1038ca1053
ecvrf	ReleaseFast	prove	1	3	ef792ba15f66f0bd	f676793e0800a787
ed448	ReleaseFast	full	1	3	dbefc4ae560d8288	5853bb35135afb85
ed448	ReleaseFast	ladder	1	0	dc6585ac248e91ee	43db8426e0d6c6e7
# k256 — the field layer is clean; every group/sign/ecdsa context is a
# `rejectIdentity`, an input/output validation, or (in `ecdsa` alone) the RFC
# 6979 §3.2 nonce-retry rejection, itemised line by line in
# `modules/k256/SPEC.md` and documented at the source in `ecdsa_recover.zig`.
# `ecdsa` was added 2026-08-13: `ecdsa_recover.sign` is a shipped secret path
# with an in-repo consumer (`lninvoice`) and had no target at all.
# ⛔⛔ hqc — THESE FOUR ROWS ARE A RECORDED DEFECT, not a clean claim, and they
# are the first ones in this file that are. The convention above says an
